frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67, X_0, X_1, X_2, X_3, X_4, X_5, X_6, X_7, X_8, X_9, X_10, X_11, X_12, X_13, X_14, X_15, X_16, X_17, X_18, X_19, X_20, X_21, X_22, X_23, X_24, X_25, X_26, X_27, X_28, X_29, X_30, X_31, X_32, X_33, X_34, X_35, X_36, X_37, X_38, X_39, X_40, X_41, X_42, X_43, X_44, X_45, X_46, X_47, X_48, X_49, X_50, X_51, X_52, X_53, X_54, X_55, X_56, X_57, X_58, X_59, X_60, X_61, X_62, X_63, X_64, X_65, X_66, X_67, Y_0, Y_1, Y_2, Y_3, Y_4, Y_5, Y_6, Y_7, Y_8, Y_9, Y_10, Y_11, Y_12, Y_13, Y_14, Y_15, Y_16, Y_17, Y_18, Y_19, Y_20, Y_21, Y_22, Y_23, Y_24, Y_25, Y_26, Y_27, Y_28, Y_29, Y_30, Y_31, Y_32, Y_33, Y_34, Y_35, Y_36, Y_37, Y_38, Y_39, Y_40, Y_41, Y_42, Y_43, Y_44, Y_45, Y_46, Y_47, Y_48, Y_49, Y_50, Y_51, Y_52, Y_53, Y_54, Y_55, Y_56, Y_57, Y_58, Y_59, Y_60, Y_61, Y_62, Y_63, Y_64, Y_65, Y_66, Y_67, Z_0, Z_1, Z_2, Z_3, Z_4, Z_5, Z_6, Z_7, Z_8, Z_9, Z_10, Z_11, Z_12, Z_13, Z_14, Z_15, Z_16, Z_17, Z_18, Z_19, Z_20, Z_21, Z_22, Z_23, Z_24, Z_25, Z_26, Z_27, Z_28, Z_29, Z_30, Z_31, Z_32, Z_33, Z_34, Z_35, Z_36, Z_37, Z_38, Z_39, Z_40, Z_41, Z_42, Z_43, Z_44, Z_45, Z_46, Z_47, Z_48, Z_49, Z_50, Z_51, Z_52, Z_53, Z_54, Z_55, Z_56, Z_57, Z_58, Z_59, Z_60, Z_61, Z_62, Z_63, Z_64, Z_65, Z_66, Z_67, p_scale, p_rx, p_ry, p_rz, p_tx, p_ty, p_0, p_1, p_2, p_3, p_4, p_5, p_6, p_7, p_8, p_9, p_10, p_11, p_12, p_13, p_14, p_15, p_16, p_17, p_18, p_19, p_20, p_21, p_22, p_23, p_24, p_25, p_26, p_27, p_28, p_29, p_30, p_31, p_32, p_33, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.964486,  1,  0.106265,  0.110744,  -0.988151,  -0.00760089,  0.0721925,  -0.997362,  -21.0652,  31.8847,  509.985,  -0.285801,  -0.0111047,  0.0242206,  477.739,  477.114,  478.707,  482.517,  491.8,  510.271,  536.169,  567.202,  601.417,  635.443,  665.5,  691.21,  708.366,  717.207,  721.231,  724.212,  725.886,  506.058,  522.034,  544.512,  567.747,  588.659,  626.882,  647.642,  668.245,  687.518,  701.172,  607.29,  607.381,  607.509,  607.519,  585.091,  595.54,  605.474,  615.729,  625.053,  530.198,  543.318,  558.636,  570.596,  557.791,  542.792,  638.968,  651.744,  666.681,  677.978,  667.098,  652.657,  564.578,  581.04,  595.045,  604.131,  613.78,  627.27,  640.344,  626.42,  613.149,  602.758,  592.949,  579.598,  572.114,  594.368,  603.655,  613.473,  633.246,  612.879,  602.965,  593.76,  381.74,  410.737,  440.15,  468.728,  493.623,  513.152,  525.422,  534.65,  538.792,  538.265,  530.049,  516.919,  497.514,  471.696,  443.61,  414.892,  386.301,  336.422,  319.598,  312.388,  312.984,  319.453,  319.851,  314.028,  314.864,  320.802,  334.983,  345.855,  358.453,  370.869,  384.21,  413.212,  416.028,  418.015,  416.782,  414.734,  359.131,  350.27,  349.606,  357.624,  361.545,  362.139,  359.674,  351.74,  353.381,  362.525,  365.142,  364.015,  462.394,  448.223,  442.387,  445.329,  443.783,  451.889,  465.466,  469.478,  469.94,  469.658,  468.68,  466.796,  460.408,  454.579,  455.327,  455.599,  463.349,  456.406,  456.212,  455.47,  -106.969,  -106.644,  -104.97,  -101.536,  -93.7869,  -79.9928,  -62.0013,  -42.0945,  -22.1628,  -2.65977,  15.3452,  31.6212,  43.0614,  49.2469,  52.2824,  54.5996,  56.166,  -83.861,  -73.4681,  -58.9907,  -44.1472,  -31.0962,  -7.96201,  4.67273,  17.4302,  29.4879,  38.1015,  -19.5795,  -19.1979,  -18.7894,  -18.4421,  -31.7408,  -25.6445,  -19.8652,  -13.9807,  -8.6322,  -67.4543,  -59.1089,  -49.6265,  -42.2378,  -49.9315,  -59.1881,  -0.630762,  7.18266,  16.3605,  23.3977,  16.56,  7.71392,  -43.401,  -33.5045,  -25.4853,  -20.3143,  -14.9006,  -7.27612,  0.198818,  -7.71034,  -15.1271,  -20.9203,  -26.4313,  -34.1235,  -38.9071,  -25.8261,  -20.5675,  -15.0555,  -3.88479,  -15.3731,  -20.9254,  -26.1327,  14.332,  33.2179,  52.1617,  70.101,  84.5618,  94.4353,  98.7792,  100.988,  102.701,  104.051,  102.329,  96.8944,  86.6156,  71.2455,  53.8137,  35.5897,  17.2,  -14.7623,  -25.1618,  -29.4139,  -28.7274,  -24.5583,  -24.3676,  -28.1097,  -27.8537,  -24.3246,  -15.5819,  -8.46704,  -0.910463,  6.28556,  13.7463,  30.7594,  32.3172,  33.3795,  32.708,  31.6093,  -0.53413,  -5.94848,  -6.33986,  -1.44605,  0.938587,  1.30212,  -0.199303,  -5.05178,  -4.05877,  1.55533,  3.14221,  2.44666,  58.9212,  50.1334,  46.7054,  48.3263,  47.6133,  52.5219,  61.0016,  62.1606,  61.9367,  61.5993,  61.0523,  60.3334,  57.5461,  53.5287,  53.9456,  54.2586,  59.4471,  54.6459,  54.3616,  53.9549,  576.832,  572.874,  569.455,  564.147,  553.735,  539.536,  522.492,  505.954,  502.614,  510.727,  526.543,  540.294,  551.133,  558.12,  563.176,  567.315,  572.213,  547.838,  544.942,  540.557,  534.634,  529.972,  531.069,  535.021,  539.966,  542.993,  544.998,  523.763,  514.977,  506.001,  496.812,  505.801,  504.699,  503.441,  504.027,  505.319,  537.534,  534.953,  533.691,  532.508,  531.449,  532.771,  534.588,  535.17,  536.549,  539.07,  534.73,  533.266,  503.508,  497.223,  496.042,  495.557,  497.257,  500.131,  506.103,  496.817,  492.946,  491.525,  491.541,  494.325,  501.481,  495.222,  495.161,  496.618,  503.308,  495.975,  494.392,  494.508,  1.67088,  -0.255533,  -0.00741613,  0.0234024,  603.75,  416.293,  0.439875,  6.20168,  -34.8604,  -8.08943,  -10.6707,  -13.4663,  5.53661,  -2.19301,  4.66671,  6.4723,  -3.15382,  -2.26469,  -1.39274,  -3.87977,  -0.524356,  -2.94089,  -4.72296,  0.72475,  -5.08895,  0.991588,  -0.251127,  0.413734,  1.37021,  1.46236,  -0.549129,  0.139654,  1.845,  -0.400807,  -0.304375,  0.281154,  -0.748789,  0.609347,  -0.1501,  -0.184601, 0, 0, 0, 0, 0, 0.308026, 0.199578, 0, 0, 0.67468, 0, 1.6082, 0, 0, 0, 0.593191, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
2,  0.0336111,  0.963729,  1,  0.0939279,  0.0928358,  -0.991241,  -0.00170717,  0.0931073,  -0.995655,  -20.9488,  31.8769,  503.289,  -0.30845,  -0.0114654,  0.0326403,  477.369,  476.698,  478.58,  482.678,  491.719,  509.367,  534.646,  565.445,  600.144,  634.701,  665.057,  690.64,  707.707,  716.423,  720.71,  724.054,  726.092,  506.153,  522.216,  544.593,  567.684,  588.332,  626.973,  647.678,  668.452,  687.729,  701.531,  606.857,  606.958,  607.052,  606.983,  584.874,  595.217,  605.101,  615.307,  624.624,  530.218,  543.275,  558.569,  570.885,  557.94,  542.971,  638.576,  651.665,  666.612,  678.034,  666.968,  652.466,  564.319,  580.628,  594.671,  603.692,  613.386,  627.124,  640.438,  626.374,  612.966,  602.511,  592.775,  579.412,  571.965,  594,  603.21,  613.048,  633.238,  612.577,  602.632,  593.486,  384.549,  412.693,  441.375,  469.435,  493.925,  513.416,  525.866,  535.699,  541.063,  541.776,  535.455,  523.132,  504.051,  478.459,  450.156,  421.034,  392.252,  336.304,  319.478,  312.524,  313.073,  319.435,  319.44,  313.337,  314.579,  321.018,  335.603,  344.915,  357.68,  370.182,  383.605,  413.086,  415.851,  417.769,  416.538,  414.704,  359.261,  350.369,  349.631,  357.511,  361.293,  361.986,  359.494,  351.761,  353.456,  362.698,  365.032,  363.773,  462.509,  448.064,  442.38,  445.291,  443.766,  451.923,  465.651,  469.556,  470.164,  469.927,  468.882,  466.749,  460.426,  454.593,  455.299,  455.612,  463.551,  456.545,  456.294,  455.482,  -106.21,  -105.806,  -103.846,  -100.206,  -92.6701,  -79.4881,  -62.0016,  -42.4084,  -22.5124,  -3.04106,  14.8596,  30.8568,  42.1296,  48.1783,  51.3598,  53.8937,  55.7094,  -83.0574,  -72.6707,  -58.3597,  -43.7125,  -30.9244,  -7.80507,  4.63741,  17.3613,  29.3151,  37.9545,  -19.6118,  -19.197,  -18.7809,  -18.4492,  -31.4319,  -25.459,  -19.7792,  -14.0162,  -8.75707,  -66.8497,  -58.6188,  -49.222,  -41.6801,  -49.3901,  -58.543,  -0.860844,  7.06133,  16.1465,  23.1812,  16.3029,  7.51743,  -42.9729,  -33.2424,  -25.3145,  -20.2554,  -14.8956,  -7.24719,  0.249395,  -7.61151,  -14.9842,  -20.7244,  -26.1105,  -33.7038,  -38.4476,  -25.656,  -20.5123,  -15.0708,  -3.83212,  -15.3039,  -20.7869,  -25.8859,  16.0323,  34.1402,  52.3505,  69.7046,  83.6977,  93.3517,  97.6134,  99.9417,  102.271,  104.328,  104.051,  99.4032,  89.6334,  74.6787,  57.3706,  39.1337,  20.8702,  -14.7044,  -25.0016,  -29.0409,  -28.3654,  -24.2787,  -24.3002,  -28.1845,  -27.7163,  -23.9428,  -15.049,  -8.92644,  -1.34776,  5.8038,  13.1899,  30.2687,  31.7506,  32.7413,  32.0921,  31.1554,  -0.449942,  -5.83643,  -6.26791,  -1.50108,  0.778095,  1.19823,  -0.306008,  -4.98732,  -3.97065,  1.64415,  3.042,  2.27523,  58.2061,  49.3069,  46.0064,  47.5822,  46.8828,  51.7388,  60.2049,  61.1963,  61.0615,  60.7687,  60.2009,  59.3825,  56.7527,  52.7583,  53.1341,  53.4629,  58.6829,  53.8784,  53.5656,  53.138,  571.438,  566.924,  562.909,  557.332,  546.841,  532.425,  514.945,  497.72,  494.233,  502.195,  518.904,  533.175,  544.453,  551.615,  556.805,  561.029,  566.203,  542.972,  539.862,  535.23,  528.903,  523.701,  524.233,  528.502,  533.928,  537.429,  539.729,  517.761,  508.359,  498.758,  488.933,  498.907,  497.43,  495.916,  496.668,  498.335,  532.817,  530.279,  528.904,  527.672,  526.646,  527.938,  528.939,  529.672,  530.901,  533.303,  528.97,  527.65,  496.837,  489.909,  488.657,  488.144,  489.727,  492.492,  498.618,  488.761,  484.995,  483.707,  483.789,  486.746,  494.478,  488.025,  487.857,  489.271,  495.865,  488.308,  486.739,  486.959,  1.69235,  -0.278468,  -0.0074063,  0.0319144,  603.485,  417.094,  3.92874,  4.03929,  -33.1682,  -3.75555,  -11.7209,  -11.0527,  7.26301,  1.6441,  4.95991,  6.48284,  -3.02252,  -4.08044,  -2.95676,  -4.83226,  0.461761,  -3.88276,  -3.4925,  1.85743,  -5.33105,  0.217997,  0.502105,  0.530469,  2.2854,  1.85312,  -0.403047,  0.396253,  1.85726,  -0.402655,  0.139388,  0.792913,  -0.698665,  0.614045,  0.0118066,  -0.242804, 0, 0, 0, 0, 0, 0.39697, 0.0874585, 0, 0, 0.426629, 0.0527353, 1.48645, 0, 0, 0, 0.532361, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0
3,  0.0672223,  0.964808,  1,  0.0942649,  0.107374,  -0.98974,  0.00795793,  0.0879334,  -0.996095,  -20.8705,  32.0666,  501.207,  -0.32643,  -0.0203812,  0.036403,  477.394,  476.767,  478.851,  482.908,  491.551,  508.656,  533.63,  564.517,  599.268,  633.73,  663.913,  689.262,  706.327,  715.087,  719.453,  722.939,  725.041,  506.051,  522.01,  544.425,  567.495,  588.055,  627.143,  647.546,  668.118,  687.287,  701.186,  606.859,  607.152,  607.402,  607.461,  585.287,  595.582,  605.485,  615.705,  625.006,  530.315,  543.335,  558.702,  571.173,  558.13,  543.105,  638.409,  651.49,  666.471,  677.874,  666.875,  652.354,  564.957,  581.227,  595.192,  604.185,  613.826,  627.444,  640.682,  626.842,  613.56,  603.121,  593.442,  580.129,  572.696,  594.482,  603.671,  613.44,  633.498,  613.065,  603.183,  594.053,  385.136,  413.364,  442.137,  470.225,  494.657,  513.849,  525.885,  535.476,  541.317,  543.251,  538.864,  527.904,  509.447,  483.724,  454.653,  424.303,  394.482,  336.472,  319.513,  312.752,  313.343,  319.63,  319.741,  313.373,  314.561,  320.821,  335.421,  344.985,  358.145,  371.033,  384.815,  413.707,  416.511,  418.437,  417.119,  415.287,  359.371,  350.359,  349.627,  357.582,  361.342,  362.035,  359.75,  351.967,  353.636,  362.983,  365.279,  363.998,  462.6,  448.167,  442.694,  445.608,  444.117,  452.252,  465.892,  469.523,  470.07,  469.788,  468.716,  466.535,  460.427,  454.794,  455.468,  455.844,  463.724,  456.611,  456.254,  455.423,  -105.67,  -105.185,  -103.062,  -99.4654,  -92.2267,  -79.4111,  -62.1571,  -42.5942,  -22.8186,  -3.57,  14.0908,  29.8814,  41.1374,  47.2113,  50.4265,  53.0183,  54.8549,  -82.9036,  -72.6449,  -58.3603,  -43.7512,  -31.0275,  -7.68889,  4.54979,  17.1249,  28.9878,  37.6585,  -19.5749,  -19.0372,  -18.5256,  -18.1172,  -31.0831,  -25.1461,  -19.4743,  -13.7326,  -8.50685,  -66.6076,  -58.444,  -49.026,  -41.4067,  -49.1554,  -58.3101,  -0.959501,  6.94229,  16.0293,  23.032,  16.2117,  7.43408,  -42.3829,  -32.7466,  -24.9126,  -19.8902,  -14.5831,  -7.03315,  0.386567,  -7.30642,  -14.5697,  -20.2714,  -25.5963,  -33.1134,  -37.8245,  -25.268,  -20.1581,  -14.7799,  -3.66435,  -14.957,  -20.379,  -25.4471,  16.3346,  34.3873,  52.5304,  69.7904,  83.6581,  93.0176,  96.9345,  99.019,  101.575,  104.338,  105.397,  101.847,  92.6904,  77.7918,  60.0736,  41.1051,  22.2424,  -14.5619,  -24.9274,  -28.8506,  -28.1538,  -24.1134,  -24.0766,  -28.1122,  -27.6736,  -24.0176,  -15.1275,  -8.86885,  -1.07496,  6.27014,  13.8166,  30.5113,  31.9923,  32.9724,  32.286,  31.3668,  -0.381868,  -5.82916,  -6.25535,  -1.4545,  0.805853,  1.22492,  -0.1505,  -4.85354,  -3.85389,  1.81433,  3.18441,  2.40555,  57.9466,  49.1241,  45.9763,  47.543,  46.8668,  51.676,  60.0161,  60.8165,  60.655,  60.3472,  59.7699,  58.9221,  56.4391,  52.6228,  52.9725,  53.3347,  58.4568,  53.6474,  53.2791,  52.8491,  568.62,  563.839,  559.601,  554.02,  543.608,  529.029,  511.304,  493.752,  490.182,  498.202,  515.602,  530.754,  542.693,  550.16,  555.339,  559.336,  564.408,  541.554,  538.728,  534.292,  527.995,  522.651,  523.293,  527.554,  532.903,  536.389,  538.538,  516.825,  507.115,  497.266,  487.179,  497.094,  495.362,  493.706,  494.589,  496.426,  531.353,  529.027,  527.662,  526.405,  525.356,  526.561,  527.735,  528.659,  529.858,  532.109,  527.814,  526.522,  494.182,  487.522,  486.485,  485.936,  487.518,  490.143,  495.921,  485.874,  482.176,  480.962,  481.056,  483.942,  491.745,  485.735,  485.512,  486.913,  493.133,  485.88,  484.333,  484.61,  1.6991,  -0.296202,  -0.017634,  0.0355388,  603.463,  417.747,  3.03873,  1.58377,  -34.0906,  -1.61277,  -13.2561,  -8.29923,  8.35879,  4.23934,  4.79202,  5.90059,  -3.45483,  -4.93171,  -2.5929,  -4.45776,  0.915416,  -4.10599,  -2.53118,  1.50125,  -6.03735,  0.56089,  0.699584,  0.643582,  2.50098,  2.13695,  -0.387863,  0.514424,  1.72625,  -0.39103,  0.127384,  0.743366,  -0.601553,  0.576319,  0.125129,  -0.292907, 0, 0, 0, 0, 0, 0.443835, 0.0209325, 0, 0, 0.327483, 0.0527353, 1.39307, 0, 0, 0.0242559, 0.334631, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
4,  0.100833,  0.961478,  1,  0.0821057,  0.103289,  -0.991257,  0.00255714,  0.0824905,  -0.996589,  -20.9023,  32.2393,  500.533,  -0.341922,  -0.0209862,  0.0417812,  477.48,  476.921,  479.195,  483.28,  491.76,  508.491,  533.033,  563.751,  598.453,  632.865,  663.192,  688.461,  705.611,  714.271,  718.565,  722.268,  724.595,  506.288,  522.534,  545,  567.964,  588.405,  627.207,  647.607,  668.174,  687.327,  701.337,  606.769,  607.031,  607.216,  607.187,  585.253,  595.49,  605.28,  615.449,  624.75,  530.497,  543.483,  558.928,  571.431,  558.329,  543.271,  638.437,  651.427,  666.503,  677.949,  666.888,  652.334,  564.681,  580.899,  594.81,  604.045,  613.932,  627.711,  640.931,  627.183,  613.784,  603.057,  593.139,  579.859,  572.52,  594.083,  603.503,  613.519,  633.628,  613.197,  603.075,  593.692,  384.996,  413.443,  442.496,  470.693,  494.821,  513.532,  524.932,  534.371,  540.822,  543.965,  541.39,  531.488,  513.391,  487.564,  457.823,  426.534,  395.856,  336.373,  319.451,  313.051,  313.631,  319.721,  319.788,  313.242,  314.665,  320.877,  335.564,  344.966,  358.391,  371.504,  385.524,  414.174,  416.959,  418.896,  417.569,  415.829,  359.6,  350.504,  349.787,  357.845,  361.664,  362.303,  359.886,  352.053,  353.727,  363.208,  365.503,  364.206,  463.057,  448.188,  442.83,  445.692,  444.176,  452.368,  466.138,  469.874,  470.578,  470.329,  469.252,  466.99,  460.828,  455.077,  455.69,  455.991,  463.958,  456.918,  456.508,  455.662,  -105.514,  -104.946,  -102.672,  -99.0345,  -91.8645,  -79.2237,  -62.2024,  -42.7852,  -23.1508,  -4.0422,  13.6112,  29.2979,  40.5687,  46.5549,  49.694,  52.4033,  54.3776,  -82.7391,  -72.3282,  -58.0331,  -43.4938,  -30.8316,  -7.65346,  4.58763,  17.155,  28.9858,  37.6919,  -19.6398,  -19.1175,  -18.6393,  -18.2765,  -31.0883,  -25.1834,  -19.5773,  -13.8684,  -8.64623,  -66.4807,  -58.37,  -48.9059,  -41.2673,  -49.0515,  -58.222,  -0.942213,  6.90296,  16.0439,  23.0625,  16.2134,  7.42045,  -42.4489,  -32.8708,  -25.0959,  -19.9416,  -14.5053,  -6.87193,  0.526431,  -7.09694,  -14.4053,  -20.2498,  -25.6943,  -33.1784,  -37.8412,  -25.4529,  -20.2196,  -14.7116,  -3.58103,  -14.849,  -20.3921,  -25.5932,  16.2283,  34.3921,  52.6731,  69.9489,  83.5487,  92.491,  95.9101,  97.8443,  100.757,  104.218,  106.457,  103.677,  94.8454,  79.9607,  61.8754,  42.3809,  23.0485,  -14.6201,  -24.9676,  -28.6798,  -27.9967,  -24.07,  -24.0574,  -28.1971,  -27.604,  -23.9615,  -15.0158,  -8.8856,  -0.933163,  6.54091,  14.2164,  30.7631,  32.2266,  33.2098,  32.5199,  31.6541,  -0.243072,  -5.7431,  -6.16111,  -1.29677,  0.999174,  1.38646,  -0.0689944,  -4.80069,  -3.79772,  1.94954,  3.31813,  2.53057,  58.0819,  49.0489,  45.9993,  47.5278,  46.8385,  51.6519,  59.9858,  60.8364,  60.7615,  60.4763,  59.9042,  59.0234,  56.5415,  52.7032,  53.0134,  53.3286,  58.4276,  53.6936,  53.2978,  52.8692,  568.081,  563.089,  558.68,  552.928,  542.238,  527.118,  508.823,  490.985,  487.564,  495.696,  513.535,  529.001,  541.035,  548.474,  553.459,  557.357,  562.45,  541.437,  538.77,  534.517,  528.303,  522.877,  523.488,  527.667,  532.774,  535.902,  537.69,  517.14,  507.377,  497.488,  487.361,  496.874,  495.065,  493.385,  494.275,  496.109,  531.225,  529.171,  527.838,  526.606,  525.522,  526.668,  527.631,  528.584,  529.696,  531.755,  527.626,  526.439,  493.141,  486.661,  485.927,  485.305,  486.883,  489.295,  494.524,  484.482,  480.802,  479.625,  479.775,  482.715,  490.677,  485.033,  484.762,  486.112,  491.775,  484.758,  483.229,  483.585,  1.70161,  -0.311156,  -0.017004,  0.0411158,  603.37,  418.216,  0.148784,  0.566652,  -35.0562,  -1.12252,  -14.3473,  -6.63447,  9.17963,  6.91944,  5.17611,  5.34604,  -4.31092,  -6.55991,  -2.86419,  -3.84768,  0.318729,  -3.48341,  -1.66592,  1.35871,  -5.98743,  0.330599,  1.39903,  0.923001,  2.78551,  2.48167,  -0.521598,  0.295202,  2.03114,  -0.714321,  0.378018,  0.878459,  -0.677107,  0.684557,  0.289207,  -0.399568, 0, 0, 0, 0.100435, 0, 0.50465, 0, 0, 0, 0.367159, 0.00914178, 1.37524, 0, 0.0618343, 0.0242559, 0.418996, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
5,  0.134445,  0.961079,  1,  0.0748547,  0.101867,  -0.991978,  -0.0129388,  0.0777964,  -0.996885,  -20.7086,  32.1027,  497.629,  -0.352069,  -0.0256378,  0.0453137,  477.728,  477.049,  479.295,  483.365,  491.737,  508.306,  532.661,  563.392,  598.095,  632.417,  662.517,  687.617,  704.884,  713.774,  718.288,  722.164,  724.612,  506.4,  522.729,  545.321,  568.356,  588.793,  627.388,  647.849,  668.475,  687.687,  701.811,  606.94,  607.31,  607.582,  607.624,  585.455,  595.718,  605.581,  615.806,  625.143,  530.32,  543.312,  558.818,  571.545,  558.285,  543.174,  638.704,  651.91,  667.006,  678.449,  667.375,  652.77,  564.827,  581.125,  595.026,  604.267,  614.189,  627.993,  641.214,  627.467,  614.036,  603.269,  593.364,  580.094,  572.741,  594.251,  603.684,  613.72,  633.929,  613.415,  603.273,  593.87,  384.672,  413.086,  442.198,  470.481,  494.758,  513.766,  525.688,  535.535,  542.401,  546.019,  543.952,  534.222,  516.061,  489.99,  459.826,  427.976,  396.759,  336.283,  319.278,  312.952,  313.469,  319.469,  319.584,  313.096,  314.733,  321.102,  335.996,  344.366,  357.695,  370.748,  384.731,  413.74,  416.469,  418.375,  417.067,  415.436,  359.442,  350.349,  349.608,  357.499,  361.373,  362.073,  359.796,  352.16,  353.907,  363.396,  365.597,  364.205,  462.807,  447.978,  442.776,  445.665,  444.231,  452.434,  466.206,  469.828,  470.465,  470.136,  468.98,  466.623,  460.554,  454.825,  455.498,  455.877,  463.962,  456.939,  456.46,  455.533,  -104.765,  -104.238,  -101.961,  -98.3232,  -91.2293,  -78.7499,  -61.9566,  -42.654,  -23.1701,  -4.26335,  13.1206,  28.5982,  39.8753,  45.9849,  49.2674,  52.0879,  54.1399,  -82.2995,  -71.8941,  -57.5828,  -43.0624,  -30.4601,  -7.51096,  4.71238,  17.2647,  29.085,  37.8297,  -19.4446,  -18.8496,  -18.3153,  -17.9058,  -30.7757,  -24.8845,  -19.2714,  -13.5733,  -8.36889,  -66.2784,  -58.2144,  -48.7553,  -41.0068,  -48.8521,  -58.0083,  -0.777995,  7.16368,  16.2771,  23.2606,  16.4319,  7.64803,  -42.073,  -32.5138,  -24.8052,  -19.6829,  -14.2646,  -6.6684,  0.681404,  -6.88883,  -14.1643,  -19.9879,  -25.3843,  -32.8056,  -37.4474,  -25.1821,  -19.9788,  -14.4992,  -3.38844,  -14.6267,  -20.1416,  -25.317,  15.9287,  33.9586,  52.1514,  69.3515,  82.9194,  91.9486,  95.6359,  97.7349,  100.853,  104.583,  107.19,  104.636,  95.9095,  81.025,  62.8214,  43.093,  23.5206,  -14.61,  -24.9654,  -28.6143,  -27.9683,  -24.1094,  -24.0695,  -28.1599,  -27.4454,  -23.7244,  -14.691,  -9.1952,  -1.32921,  6.07248,  13.6778,  30.3219,  31.733,  32.684,  32.0159,  31.2262,  -0.337132,  -5.81083,  -6.24139,  -1.49807,  0.820557,  1.24192,  -0.12245,  -4.71587,  -3.67218,  2.05455,  3.35931,  2.51868,  57.5398,  48.5864,  45.6543,  47.1874,  46.5515,  51.3335,  59.6122,  60.3697,  60.2627,  59.9334,  59.3188,  58.3886,  55.9848,  52.1954,  52.5377,  52.8983,  58.0238,  53.3353,  52.8996,  52.4299,  564.912,  559.729,  555.154,  549.257,  538.405,  523.23,  505.053,  487.185,  483.804,  491.939,  509.866,  525.517,  537.745,  545.404,  550.646,  554.703,  559.88,  539.012,  536.429,  532.168,  525.931,  520.485,  521.103,  525.329,  530.516,  533.682,  535.519,  514.644,  504.544,  494.355,  483.924,  493.701,  491.712,  489.912,  490.894,  492.877,  528.753,  526.824,  525.499,  524.153,  523.103,  524.209,  525.173,  526.311,  527.386,  529.354,  525.215,  524.049,  489.725,  483.224,  482.6,  481.984,  483.582,  485.936,  491.126,  480.967,  477.345,  476.152,  476.269,  479.164,  487.167,  481.636,  481.376,  482.762,  488.358,  481.421,  479.86,  480.215,  1.71173,  -0.322175,  -0.0221803,  0.0446336,  603.49,  418.37,  0.349265,  -0.305092,  -34.4962,  1.44471,  -15.324,  -5.8176,  9.33116,  7.37048,  5.62467,  4.38458,  -4.57514,  -6.67023,  -3.30015,  -4.08449,  0.00820887,  -4.04424,  -2.08443,  1.64673,  -6.16832,  0.192221,  1.12143,  1.29061,  2.88416,  2.69348,  -0.601667,  0.454928,  1.99887,  -0.619233,  0.263727,  0.893264,  -0.546377,  0.729132,  0.339606,  -0.363368, 0, 0, 0, 0.100435, 0, 0.604249, 0, 0, 0, 0.43964, 0, 1.58245, 0, 0.0944045, 0.0242559, 0.559528, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
